"","I.12.2_data$Y","x1","x2"
"26",0.57541914503317,2.6890389054613,0.213986916985293
"187",0.0125613651288501,0.397304379074053,0.0316164779208458
"366",0.136585154594019,1.31010674108944,0.104254981911199
"492",0.010521758146123,0.363621111019196,0.028936048615636
"628",0.460955367560181,2.40676878520546,0.191524574522363
"680",0.0179432276700407,0.474848658963628,0.0377872556473095
"794",0.0302791016788315,0.616845534608188,0.049087007978528
"905",0.060011246102922,0.868402878598889,0.0691053053621221
"944",0.0135542396482974,0.412707643273476,0.0328422307393901
"1024",0.00646223642254645,0.284968169947679,0.0226770464355122
"1338",1.37552124693574,4.15756055601359,0.330848156846726
"1359",0.0125895261086181,0.397749482639571,0.0316518981371659
"1375",0.325266789687244,2.02173762584385,0.160884768393961
"1419",1.39598432079827,4.18837156267033,0.333300018852255
"1552",0.0715446488590471,0.948185938008456,0.0754542395021356
"1786",0.920423803361739,3.40093908138938,0.270638132978765
"2097",0.0672966569467823,0.919605748296875,0.0731799002685845
"2100",0.0412679881543767,0.720131122544278,0.0573062139136186
"2204",0.11209923473462,1.18687848125294,0.0944487885704032
"2415",0.0668120056239137,0.91628839573507,0.0729159137394896
"2447",0.108897056855131,1.16980373364702,0.0930900233286393
"2480",0.0395803591902063,0.705252765066249,0.0561222318447603
"2645",0.00412976112333772,0.227807174655747,0.0181283189591304
"2824",0.862008383203066,3.2912485193334,0.261909235397896
"2967",0.583541254333918,2.70795045573734,0.215491850339274
"3178",0.127095833761779,1.26377741338873,0.100568211154353
"3314",0.00394940412809478,0.22277718909152,0.0177280454260167
"3437",0.173520347443708,1.47665872669009,0.117508767806256
"3527",0.00565224365866331,0.26651114163844,0.021208282790411
"3547",0.0623228446184187,0.884970035208068,0.0704236777957863
"3595",0.0902906535635944,1.06518815975997,0.0847649804743796
"3797",0.176574305682774,1.48959664546577,0.118538334669492
"3817",0.267650045959692,1.83395465387772,0.145941474285513
"3861",0.0874649616266234,1.04838786885907,0.083428055803249
"3868",0.0688918368751378,0.930440946259868,0.0740421379261792
"3917",0.0916108266874673,1.07294715640731,0.0853824218093085
"3952",0.153898165219419,1.3906622095308,0.110665382408962
"4067",0.0223495569981212,0.529955485210914,0.0421725175449904
"4112",0.133714593853493,1.29626661721712,0.103153619847557
"4141",0.142092243653002,1.33625738357902,0.106335983919822
"4209",0.0365323688481848,0.677553899233677,0.0539180261371138
"4466",0.25391617785351,1.7862823953364,0.14214783648791
"4543",0.20564411097535,1.60754474686606,0.127924346352571
"4644",0.00672724331231806,0.290752528235883,0.0231373510426033
"4899",0.784707872899671,3.14021176911092,0.249890112704674
"5066",0.0738260065156492,0.963184799949492,0.07664781101147
"5088",0.200001477567451,1.585336775115,0.126157092112458
"5130",0.291363029063847,1.9134721859851,0.152269278434192
"5192",0.231023544326041,1.70385664850182,0.135588603964528
"5209",0.00989954465567412,0.352705751380098,0.0280674318945419
"5725",0.0172373131705762,0.465414294685107,0.0370364927923814
"5853",0.157903087512358,1.40864073447841,0.112096067966419
"5859",1.00877829138684,3.56043282162254,0.283330241553926
"5865",0.0790912322020958,0.996940186870744,0.0793339793537184
"5878",0.0237158401347327,0.545913946116002,0.0434424515135822
"5898",0.00990451046798696,0.35279420246728,0.0280744706084153
"5966",0.0615482730675848,0.879453472357152,0.0699846836724861
"5974",0.00419085023020657,0.229485897566818,0.0182619074838198
"6260",0.372534360042187,2.16365543349056,0.17217822869383
"6267",0.004282539923905,0.231982723181231,0.0184605985531059
"6420",0.0248685862713866,0.559024035030166,0.0444857192411139
"6583",0.148429886768178,1.36573239229956,0.108681530587598
"6627",0.0601211841199943,0.869197952957768,0.0691685753692927
"6647",0.314997614875851,1.98956698081998,0.158324709804959
"6827",0.0422746484814733,0.728861372559933,0.0580009451358285
"7092",0.301777420142375,1.94736922656035,0.154966719216061
"7094",0.0367361630845911,0.679441123476135,0.0540682066705688
"7449",0.518921000339519,2.55361579135163,0.203210287975567
"7778",0.836329694374303,3.2418557795345,0.257978686051973
"7822",0.0399865197781017,0.708862064939315,0.05640945080271
"7955",0.0536949532286552,0.821432092380108,0.0653674889583063
"7987",0.119747576205851,1.22669980955976,0.097617669190661
"8408",0.0153965172775665,0.439861730865831,0.0350030843721269
"8497",0.309192098415402,1.9711475083614,0.156858934759495
"8708",0.523122717242862,2.5639332950887,0.204031328835629
"8807",0.024120795783874,0.550555046597008,0.0438117785550513
"8838",0.635347844683977,2.82560019913171,0.224854119446628
"9157",0.0436298561223897,0.740451849808694,0.0589232860092956
"9281",0.0135206035310473,0.412195238814028,0.0328014548880984
"9438",0.556036383731659,2.64336135877032,0.210352013313203
"9488",0.0361654809567072,0.674143039086314,0.0536465985107898
"9533",0.00784507192846369,0.313981020683385,0.0249858157393997
"9547",0.106969207557846,1.15940273697115,0.0922623383116159
"9632",0.00782041582294671,0.313487230345268,0.0249465211528185
"9678",0.0216897504815646,0.52207417392964,0.0415453427207601
"9683",0.13498698702245,1.30241948197952,0.103643249268113
"9701",0.0498386365058798,0.791385353192246,0.0629764454255357
"9720",0.0245361775803883,0.555275337949462,0.0441874074058398
"9923",0.23858199525025,1.73150506041072,0.137788794676498
"9940",0.0821968213932064,1.01632461396412,0.080876543049176
"10092",0.166733185097864,1.4474912772284,0.11518769592665
"10095",0.0551303032695767,0.832338766949803,0.0662354145435371
"10164",0.0159337064526758,0.44746939621021,0.0356084831446004
"10246",0.0668024684793369,0.916222995162965,0.0729107093273238
"10266",0.0311174392226627,0.625326533773977,0.0497619044483247
"10339",0.0986267422589471,1.11327453744025,0.0885915728259798
"10558",0.0153084710268603,0.438602234903912,0.0349028568680551
"10708",0.00660286756241863,0.288052219062591,0.0229224672662004
"10716",0.272615783776364,1.85088923878707,0.147289085734279
"10758",0.0217741878552348,0.523089394287017,0.0416261313898621
"10802",0.136288671035972,1.30868405307641,0.104141767996323
"10935",0.448656596537185,2.37444416035907,0.188952262608415
"11008",0.00636995282965519,0.282926117658715,0.0225145450775918
"11089",0.110503792639621,1.17840214383791,0.0937742630709448
"11223",0.0113922592098143,0.378364046079134,0.0301092541108719
"11288",0.0296167730734533,0.610061756580748,0.0485471720755753
"11396",0.0493793932640431,0.787730763946766,0.0626856224538414
"11518",0.0709888656993494,0.944495842167129,0.0751605910053205
"11522",0.0296878833192528,0.610793700479616,0.0486054183203607
"11529",0.00633541046648251,0.282157962701586,0.022453417248348
"11623",0.0736873278119041,0.962279725893756,0.0765757875065527
"11624",0.0462331445592422,0.762222296445519,0.0606557231070802
"11755",0.05259642151793,0.812985932094378,0.0646953648784961
"11859",0.135876989897818,1.30670601629422,0.103984360830572
"11904",0.128667984044326,1.27156972821134,0.101188303865426
"11936",0.0202099628466205,0.503950278532578,0.0401030889504986
"11981",0.00939828208325934,0.343660145778542,0.0273476054721681
"12008",0.0932748808518014,1.08264801380409,0.0861543915127713
"12028",0.0164565813132821,0.45475213009731,0.0361880246932777
"12047",0.0367785649312725,0.679833124811261,0.0540994011456608
"12152",0.0524399482275749,0.81177572298358,0.0645990594974169
"12439",0.011486438510713,0.379924786457356,0.0302334538839105
"12489",0.00493264829434772,0.248968846599449,0.0198123113060951
"12538",0.232817247908356,1.71045836623741,0.136113951969785
"12657",0.0636595947966012,0.894410454642622,0.0711749225047214
"12763",0.0189718740264102,0.488270007541735,0.038855292631892
"12767",0.731489004087395,3.03185783401707,0.241267580517852
"12902",0.0266209498588101,0.578384579697696,0.0460263824335083
"12921",0.0314808081965855,0.628967012678606,0.0500516045547714
"13037",0.213608668615035,1.63837898431845,0.13037805700608
"13356",0.709984414312052,2.98695953783508,0.237694687630968
"13457",0.111702061785744,1.18477403195196,0.0942813218160348
"13532",0.0163571562859783,0.453376320606401,0.0360785412526623
"13621",0.271926134812699,1.84854661552977,0.147102665698678
"13654",0.172475651976178,1.47220683488628,0.117154497512913
"13749",0.0343345518792814,0.656856684363486,0.0522709941097009
"14079",0.0194341691712793,0.494183136487324,0.0393258444823072
"14251",0.188347583471924,1.53845556914301,0.122426404278183
"14571",0.0235454243923353,0.543949013407009,0.0432860871368426
"14839",0.0862239180960792,1.04092348931969,0.0828340593528463
"14847",0.278264868051666,1.8699677700145,0.148807307010168
"14918",0.0988953269357261,1.1147893658905,0.0887121190438766
"15195",0.00506360801626667,0.252252205100861,0.0200735926738163
"15208",0.0464198512660341,0.763759814910692,0.0607780749389939
"15274",0.701996228277886,2.97010854589899,0.236353728299653
"15497",0.0254112125059264,0.56509000531748,0.0449684338190512
"15749",0.126881090445115,1.26270931195083,0.100483214342571
"15880",0.25084682623889,1.77545323395285,0.141286079206044
"16026",0.0940319584731197,1.0870328604818,0.0865033265245009
"16127",0.0988497538456586,1.11453247685418,0.0886916764638984
"16236",0.105648944980179,1.1522255845263,0.0916911986671543
"16327",0.0280743980290998,0.593964048077578,0.0472661571352093
"16360",0.132644482089947,1.29106921653798,0.1027400238429
"16503",0.00537929202749653,0.259996494707888,0.0206898636596631
"16667",0.185080925694203,1.52505590255637,0.121360092691659
"16750",0.0789960196787429,0.996339932122714,0.0792862125985867
"16841",0.0199491323232712,0.500687717254096,0.0398434625731933
"16846",1.2987606977965,4.03988963560573,0.321484202526184
"16949",0.0388682517269337,0.698879715210604,0.0556150806512119
"16985",0.0198553335455994,0.499509239159518,0.0397496822661545
"17122",0.125717530527779,1.25690615454539,0.100021413749262
"17141",0.137476230621941,1.3143733353429,0.104594506694002
"17188",0.07711500537571,0.98440628679396,0.0783365632769983
"17350",0.371803606656095,2.16153230764565,0.172009275707318
"17367",0.174711964602202,1.48172038453754,0.117911561739587
"17500",0.0862450308886965,1.04105092180652,0.0828442001079413
"17515",0.106202463828234,1.1552400272773,0.0919310803993994
"17527",0.0381595716231194,0.69247911123824,0.0551057367707241
"17586",0.37114911237164,2.15962897259054,0.171857813116128
"17632",0.112408609975674,1.18851514639035,0.0945790302438058
"17807",0.0536495157024104,0.821084464350271,0.0653398255986534
"17935",0.355080716365066,2.11236262981894,0.16809647706914
"18010",0.0386692492037435,0.697088313539436,0.0554725254356971
"18049",0.019894866418595,0.500006264699986,0.0397892343019587
"18077",0.0874101681276027,1.04805942968655,0.0834019194443437
"18268",0.138313865799362,1.31837145704066,0.104912667109643
"18508",0.11258595864328,1.18945234552897,0.0946536101815922
"18547",0.0075034663977598,0.30706894933653,0.0244357705784717
"18680",0.0471926758704367,0.770091329175464,0.0612819208352415
"18686",0.0074125183229899,0.305202313936869,0.0242872284530686
"18815",0.0373873442083802,0.685436520481015,0.0545453052051313
"18914",0.0692263708505836,0.932697288725288,0.0742216919545192
"18947",0.0068239697727832,0.292835334660929,0.0233030955116281
"18951",0.0709468904304913,0.944216563657875,0.075138366727697
"18976",0.418034164257485,2.29197998192032,0.182389971795146
"18994",0.089175005939069,1.05858687606073,0.0842396670086366
"19212",0.384923787974506,2.19933966862116,0.175017889899575
"19246",0.0624061966692528,0.8855616274311,0.0704707552090814
"19508",0.0100482210986072,0.35534443901674,0.0282774119848653
"19556",0.0316659035758171,0.630813348124688,0.0501985312611963
"19600",0.0711986418985053,0.945890332615604,0.0752715610293052
"19940",0.284600420227073,1.89113573219263,0.150491799918084
"19994",0.072170557218033,0.952324508477346,0.0757835764758645
"20013",0.0713671288114752,0.947008864967857,0.0753605710057398
"20216",0.416944666686582,2.2889913078175,0.182152140666768
