"","I.12.11_data$Y","x1","x2","x3"
"97",-5.45099733941796,2.13108715800977,4.31875602047577,-0.968105341511311
"344",3.96203080444586,5.76743409435798,1.04137409264674,5.97786663627032
"385",-2.5101199358634,8.30180535556569,3.61336221711066,-2.77286554404927
"521",-2.63827440778041,6.10783864536713,2.28712683065136,5.60665572211632
"529",-6.08844519896638,2.00344889128825,4.89027669685305,-0.971833784405554
"606",13.2358999943884,5.2137287858016,3.23858880691191,0.49508096760397
"611",31.7022552820697,5.56134463682442,4.759076366791,-4.55528467273443
"670",6.26610079126455,1.87667600027647,2.57705865175549,2.0040632869853
"852",3.00383512500891,1.14189106951821,1.8768331518335,2.08883320196749
"882",4.08310490669828,1.46561124414289,3.45902593969243,0.542540064756216
"893",1.6471823083647,4.84545331661656,1.45189900973356,5.81124459477024
"918",-0.932767522488124,3.08853303801191,1.60646162935613,4.08656891789061
"992",7.30929657124341,1.95256501666809,2.7699025339747,1.70915337606442
"1037",-33.4630505596182,9.09933784746945,4.79050308266811,-8.07159073187756
"1294",-3.64112901344914,3.98453313191456,4.32066388465871,-2.68271200909908
"1395",17.8719114270729,4.44449457535051,3.03199448695457,1.48613387109244
"1396",2.53581004330391,1.1334806123263,1.45587397678512,2.12600382441368
"1590",3.52048405836277,0.956759643418817,2.72575639209162,1.386487904769
"1651",24.2525710621383,10.4901761807235,2.55313742732952,6.82285284104406
"1658",-0.887545996993195,1.52022966902262,4.27828598864147,-0.379224849429946
"1757",5.95980230989454,2.48165713974039,3.37402024625625,0.428373816739257
"1812",0.561468087384862,4.59402557715314,2.56867823645618,3.49034502346943
"2126",-6.38789006526873,10.1686948459716,1.64541682311393,11.1403972230072
"2178",-8.38418827325418,3.29777656099665,3.85732153841323,-1.16389419236199
"2202",2.81202504666981,1.30901395547608,1.55199000857661,2.30878247783828
"2343",8.31751626570363,2.19887872309686,2.81116263438994,1.71342579446208
"2489",-5.44603271453773,9.4495238197711,3.5416509933949,-2.68032566085497
"2713",2.83886400364747,1.98436552175182,1.04595780158672,2.71727957369787
"2834",-9.2045726935123,3.3529555647879,4.31371884068977,-2.09001025577635
"2850",-9.52653788524596,2.94373986277983,4.24230249062081,-1.62442979416217
"2956",-0.984144117117474,1.54693004379268,4.26375646885203,-0.393847502786551
"2965",2.53498679412672,0.699843303789383,3.19483890877058,0.962753570637152
"3016",11.8495728861206,5.95118421983383,1.68655869092765,6.91135304432467
"3105",1.56301684333622,0.818299128509808,4.84551416309919,0.188941246154295
"3123",2.64498336280053,1.36777957696017,1.24996165170603,2.29798524095673
"3227",0.242537732909287,2.88140900503654,3.59328962548797,-0.257714689444598
"3231",19.5937133665879,14.8950206109931,1.79232131710884,15.531038687493
"3257",2.09857845394939,0.603836885750952,2.54254600752063,1.34047667665158
"3386",2.77477162715115,1.34991418525471,1.47433113525144,2.34363821866768
"3398",23.3640505305585,5.86273257683175,3.0185402599869,1.71960403567798
"3438",-9.14514290907139,3.27931453348473,4.37502650616803,-2.09446274156829
"3443",2.1826158100132,0.985620598437737,1.30830313922766,1.95185917532793
"3503",0.342601334161731,4.6895320663266,3.41688031605734,-0.274726329531195
"3611",63.2065310940363,11.8141168693094,4.9432647820539,-10.5006453278999
"3838",78.9200077492245,20.4277541126316,3.72779537439345,-10.3006684160719
"3930",8.7936775534402,6.37975393540617,2.11346881584749,6.46318487743756
"4029",-0.53602573250194,4.7278402913604,1.79190692995484,5.61273856579533
"4173",-2.08271741718785,3.90020111450751,4.91053753417701,-2.82388480069368
"4360",0.809986623816722,2.7506795776599,1.99902353903833,3.50230241118296
"4433",18.2919768457157,7.72953164121181,1.78499879368261,8.55288274245093
"4539",8.3954371086248,2.80011005780824,3.26370456895515,0.658922327598158
"4635",4.17539768465269,1.43877485378907,3.432509312453,0.587315507161444
"4702",-2.90017808891127,9.70952027408252,1.9040369600345,10.1753730882116
"4879",4.40625016669341,1.17156927175604,2.81314963000519,1.37791271408085
"4925",-2.70119521677585,1.71211528478042,4.39519640827022,-0.626706069814042
"5000",0.903227897523585,1.05044201288604,4.91711512515322,-0.028505312720658
"5023",7.54998342099002,2.30239043789995,3.23675009716337,0.781240902635538
"5118",14.4059118100275,3.85975984922705,2.90232087011189,1.91474463114503
"5169",3.45617163939352,1.25264961317062,2.05108030635469,2.11092953483623
"5223",0.985917212121011,0.396573504209456,1.50913298900489,1.39581978403378
"5245",-0.135624939253012,2.82808165452105,1.73099488821408,3.79186984911361
"5686",3.54243719951015,2.00194235042408,2.0673233618983,2.7601923849232
"6010",-3.08299113374323,16.8034557028626,4.11132200927605,-12.8583591899458
"6031",-11.1199333026065,2.87521256290462,4.97358528302249,-1.77769035721039
"6112",2.58207881589437,0.911268894846864,1.91219005080534,1.85867862018681
"6560",7.96153097480506,2.11266940956851,2.79698644620056,1.71371478794684
"6859",6.99008632598191,5.47617892926623,1.66946123179795,6.44954589198982
"6927",3.12184356555997,1.41170859475599,3.62769865120745,0.340468770839448
"7083",2.07571371513502,0.603285263355703,3.55816693544731,0.755892634910093
"7140",-9.16784033428565,2.52234900992556,4.64160244500377,-1.51603223876821
"7169",5.19947478927741,2.16516058751933,3.4111680852669,0.423369612537741
"7190",10.7638261252653,3.52948223714304,2.7626610970286,2.30565441884396
"7245",6.55420622672692,3.71108409941712,2.62127271987764,2.84499424698216
"7361",2.97947063238117,1.29899125878601,1.71331058341868,2.28582211081943
"7478",1.38433548435841,2.67323226547693,2.04377835334234,3.3797482724364
"7541",0.698783551293457,2.67552511060523,1.88532780789354,3.54426767314631
"7542",-6.36329831297465,2.39338266271043,4.18237144782423,-1.06500627026274
"7546",1.922150580355,0.531743753923147,2.8832816292713,1.13583286612493
"7595",-3.52142334951618,5.2049658489012,3.93263323550304,-2.70117468342606
"7755",1.86090864550613,0.70366186408524,1.65863495362198,1.70094901372534
"7761",2.27287869808034,0.793953955150992,1.89403022987088,1.75283760337942
"7814",8.91899590682301,2.42795623330771,2.78294546992414,1.85223161188418
"7907",-8.08047058760032,5.19658058285137,3.49911677837569,-0.818574513821054
"8068",2.16905534313422,0.904789719701788,1.47700717394541,1.90081318742259
"8087",6.14705344796574,1.68945999290489,2.68149804725264,1.75017578160327
"8159",4.36752965408731,5.61516472602355,3.33272531236114,-0.0667187350178017
"8178",8.40304252863409,5.74301692039843,1.83893146724163,6.53779961144847
"8388",0.343337265743672,1.15676044150905,4.6271579978994,-0.152561445114806
"8432",2.83501908563622,0.971371242054745,2.01281597744018,1.87801233395516
"8448",10.6690683521083,2.69985323960783,2.96745765030723,1.46776654865884
"8462",-8.04580384459884,2.24967409537666,4.87008365057378,-1.22176000586398
"8530",0.370773689506525,2.96471601595453,1.31591691744668,3.86893703195052
"8599",12.1167582136711,4.11214513058106,3.22743804443324,0.6474247132179
"8846",-13.7340995336005,5.98700130945669,3.67195663405782,-2.02850876259463
"8878",-1.75100462942934,3.80677790317138,1.46382964461196,4.78502032962594
"8920",1.53073331264587,0.397880236183509,4.94806722865257,0.613118688551277
"8934",3.21056525089095,0.891529924751241,2.6229282712649,1.44194976737371
"8967",12.0784938759434,7.49190621711574,2.30698035476032,6.55177401092595
"8968",3.43731555837626,1.52844073991515,1.92288974793689,2.43467521912089
"8979",5.0002280772421,4.93716794322676,4.13792775945843,-3.14467935609284
"9034",5.61298316942826,5.4145116753233,1.37387530995626,6.30986882375521
"9132",2.53036050796867,1.41375920197073,3.73174624354117,0.213259063717143
"9193",5.29387414280333,1.94924713534984,3.38420014208405,0.531723456355343
"9300",0.944632221307575,4.7688198307711,1.3386107517819,5.64085240357707
"9509",3.52110619786581,5.43032412151269,1.15826873632014,5.9747762572261
