"","I.11.19_data$Y","x1","x2","x3","y1","y2","y3"
"29",0.977460516191358,1.03052723025239,0.409027057575123,0.348976303448617,0.329725845734165,0.719008575814716,0.984522697135268
"120",14.3328477299915,1.28501524846175,2.35324458309106,1.90962889181462,1.47159618183585,0.710172945692362,5.64016055968402
"122",62.5441567881577,1.36564412184682,2.66121471564294,1.53097237248896,5.85444585217827,6.28730703580002,24.7014210691097
"124",40.1212766590519,1.31209077341736,2.65168208470453,2.96043940910995,1.63296839618509,2.41954429782398,10.6615293420026
"286",51.3225768633171,1.24716109147544,2.88576440776684,1.80754863496856,4.60990750254206,4.1517528960513,18.584450898696
"327",0.345719683695965,0.534762763374682,0.331915627854957,0.150878237330155,0.45677859768066,0.138590008126834,0.367523573772021
"343",4.75239996578152,0.968425682958065,0.409282221164377,1.19033575368938,1.03530754282472,1.2901988373443,2.70656921433496
"361",0.527220188924166,0.545799510294034,0.268277011767508,0.457946909118231,0.171020776897189,0.407057969856332,0.708974840554162
"400",4.29732437518712,0.866340736064675,0.876439016648493,0.99027984597292,0.884192801656461,1.0081027595433,2.67376090919113
"420",0.793772977876115,0.846572843359877,0.430325727871882,0.320437341468816,0.314612257060474,0.594224276035786,0.847968559191039
"428",0.349932952201674,0.498938712533856,0.187037756810034,0.300132317758757,0.382119877102266,0.135701129127705,0.44612762430224
"546",17.8915212604004,1.46028426023329,0.9789376470296,1.48780794064782,2.77875195503277,1.4188867656595,8.36448812081128
"595",1.35038296973503,0.661523716071378,0.285084510991731,0.619032112485854,0.638994926354757,0.67294613833589,1.18867201860651
"601",0.594620070393018,0.512301274647148,0.398825152717236,0.542338876114132,0.160440728474828,0.238062801332434,0.769778206909306
"634",1.74132068026097,0.749445567116899,0.875342080079024,0.366349819487945,0.487964366315157,0.875513553269402,1.66301185847561
"668",3.28943042401818,0.930543994632496,0.435557413727444,1.11583049139647,0.891004177911313,0.369931776891558,2.06051486027632
"708",4.7657286509142,1.11468415485903,1.06712357446425,1.06788898588917,0.758168831401862,0.849137081575889,2.82283618426045
"712",8.05485054870357,0.919368022927229,0.784427559640877,1.38381883891691,1.37186691160425,1.6660594528384,3.96489545694463
"1393",24.1852593649548,1.2096517520664,1.98325900278085,2.19063792505223,1.63550257084261,2.18218895063562,8.16156094443705
"1562",2.13704470337712,0.894166500632782,0.32480148077114,0.964317330771717,0.602684049113971,0.301539775770245,1.55571636290259
"1582",3.08672642300929,1.02936727096914,1.14169178690636,0.553493534651816,1.02046756105346,0.644487808910446,2.3495921721993
"1849",10.7033509738963,1.28428251375985,2.04019193962726,0.889823763944245,2.36007587730754,0.989293217193267,6.35406579929506
"1979",28.9096144903449,1.11426293409454,0.832060299881774,3.35297959038367,2.69382137296795,1.03456122011801,7.47012356894531
"1980",15.3642407273112,0.93058807729862,2.35836882767267,2.49374351672955,0.987423652353834,0.702240768293579,5.12851992433293
"2011",32.5268070530154,1.49297638418558,1.63976915121482,2.37044770173524,1.95104222311486,3.225390102557,10.261796487112
"2090",3.54412495709863,1.06858800997712,0.808911784121721,0.573836492033237,0.988572568891628,1.2150678715659,2.62246382735143
"2249",31.3248317594604,1.10469502373394,3.26550456611378,2.79587307951266,0.886402798271067,1.69159337726099,8.87798565808271
"2392",1.10723780580704,0.591058085494461,0.725047622011935,0.628278888328481,0.476094492293763,0.218355744706362,1.06245809882511
"2762",1.83377417971013,0.803822202781065,0.459579106286212,0.831991413154528,0.550571804227291,0.430925657970122,1.43411084731915
"2873",1.02974625316301,0.995476271708807,0.92307072336317,0.343800455683646,0.241550253017053,0.47412119360801,1.02280642419303
"2877",12.1534006449547,1.11529092998519,1.41746385558922,1.22795661032782,1.94256722600414,1.85079044314518,5.99650217079884
"2952",0.953864754861836,0.58050553217509,0.481332306223718,0.524042126728594,0.625450278375699,0.224617918454188,0.921054859594423
"2983",3.98396514760539,1.20289738984397,0.988716144263983,0.949222313105628,0.877559552940218,0.464694545314138,2.60097136229321
"2999",0.343240690194358,0.481063152836293,0.238278882199099,0.165621886211701,0.364262341507022,0.395284487649324,0.445711346188741
"3112",1.92436357323451,0.928337495216163,0.564109189006942,0.831249053946026,0.328927708517755,0.647569591075162,1.50822149559569
"3216",9.45653817137501,1.33134499789068,0.809554845597933,1.88712951553429,0.626228635462461,1.51598414058467,3.91893584530278
"3291",10.4691947403055,1.14088081054549,1.32828986618242,1.50705527707619,1.46040738689357,1.18949448398977,4.79282387177569
"3331",26.5418269935658,1.48280022326535,3.22330399043857,2.10511945091187,2.43414370040679,0.927567263341416,9.47340394445338
"3334",1.68641296222252,0.96741895933892,0.538832319054252,0.724469911795355,0.248023684857817,0.799541685761702,1.40192329573701
"3346",28.6405628076712,1.18526385682887,1.22166375892873,3.10629035356879,1.61601673898213,2.26616156543764,7.71230837807202
"3439",5.04104141170388,1.072926309644,1.20379583340254,1.22690922319264,1.08108085855322,0.328991651543575,2.84053821625728
"3681",1.79043911214889,0.990739032763111,0.382145734297975,0.630178598133381,0.624480293134844,0.621125578364303,1.48272509266619
"3798",4.49322459544713,1.08497092453829,0.868404284394928,1.22469389404797,0.79304517478646,0.535319773683448,2.58670323202112
"3881",1.01635758750682,0.713320615583815,0.479503592190242,0.542424348494774,0.277671619947728,0.530046370988204,1.04001518236554
"3909",5.95555686703324,1.28807366823876,0.924190196723314,0.80474286837922,1.62609257233063,0.694129417756191,4.00068439976638
"4129",7.52877246497167,1.06607303256078,1.83974699039062,0.696634332675155,1.17925051799605,1.59524718419744,4.78982146951168
"4196",1.10346089018859,0.675538792819464,0.294282832308013,0.743898678349792,0.192780792423461,0.573141942474718,1.08155072144351
"4377",3.80359991814362,0.955906780001356,0.393630952995816,0.991740886795249,1.0640704409975,1.04564429334978,2.39462730752521
"4442",0.938095097191553,0.591552958885935,0.274120235458822,0.705507335542276,0.161904937058649,0.506796239288742,0.997008270129664
"4481",1.02875981785999,0.971758689906128,0.411534556355618,0.264317919217838,0.466933068388394,0.742357881220506,1.01963434995772
"4502",53.4703999019067,1.41554284933758,1.88513176467572,4.00585001462082,1.63769811609663,3.04159225422442,11.3380095872016
"4508",2.62956592855005,0.896005512753581,0.947088215593086,0.839442340432854,0.816277424934349,0.350745114218035,1.865512633914
"4727",33.847178420916,1.37464835368294,2.21828889548257,2.79089044420131,3.02802548088686,0.881636767270872,9.93553264895504
"4789",45.7455191998405,1.48674275684875,4.44869892512964,2.13483930350666,3.25255538170273,1.93822810668073,15.1239546212979
"4879",136.262963195702,1.703066267891,3.08937651846843,5.01529908699173,4.21603914373217,3.49553883911858,23.584582192462
"4891",17.0357693312537,1.47718611900937,1.87143363369274,1.05520302219375,1.63481019847571,3.03690634452463,8.46991672251968
"4950",9.16221192491102,1.13459202786729,1.18199353665046,0.851496762962245,2.0957285460047,1.81829770682135,5.44358955722362
"5030",18.6152378572817,1.3954020919589,2.53436888614868,2.24203226814109,1.67517026145431,0.596076410370491,6.58644590967215
"5081",331.386728332977,1.97267279443477,4.85957677003176,5.74617870113199,7.91348166429584,5.56428896382768,50.2483378905917
"5131",11.7956991963758,1.22725041194183,0.964251285767703,1.39171924668675,2.44679735905071,0.839363898835934,5.7364360160064
"5276",1.5599605123151,0.769888639464842,0.549375297166704,0.756999439501346,0.477900827017573,0.371299149276341,1.3052156484856
"5362",81.9946639471709,1.20542763453805,4.88464201988429,3.46975799774573,1.41944303903904,3.22451897208611,18.5987055175667
"5452",3.0243366465956,0.929681781530566,0.495461165742636,0.950663696405569,0.78623902210553,0.7420353617752,2.02567411980643
"5536",6.66306147963627,1.14214522423967,0.565410090526118,1.43394432586562,0.599378954434316,2.19647432509018,3.30317909621249
"5700",1.75243028851202,0.656142865343367,0.766573368476176,0.752947699108964,0.557636995256985,0.38806274200701,1.44639819019437
"5763",98.2338612237026,1.33887123947307,2.60616993051176,4.64373285653695,2.45153116005307,4.54945333242837,17.8939940674283
"5859",3.94488313370529,0.910805203090804,0.641052789994652,1.1797545988965,1.10580240044784,0.315114781495883,2.31887830443677
"5916",5.39173876888286,0.999898128823259,0.999352090666156,0.813680298725914,1.41583605682264,1.19286239656014,3.42143888628642
"6213",3.47819627311181,0.862263751385393,0.638547442063721,0.969916362674004,1.06485151022666,0.627481597818803,2.22631221526457
"6252",3.6427913636601,1.11635192469765,0.455564627367585,0.985684042047455,0.863314494207919,0.754202813371842,2.36936010239875
"6257",7.67724083183132,1.00771363625158,1.48901432767143,1.53813948564308,0.853558442601336,0.828859933161675,3.62965393313443
"6564",0.457614040034701,0.924626302981097,0.61111055168051,0.208494661797836,0.190260666629623,0.272809968791238,0.551462429411088
