"","I.18.4_data$Y","x1","x2","x3"
"130",3.2955650225031,1.38659903675956,0.627745207431698,0.783722305735457
"245",2.24066267757463,1.11080150687162,0.966267541984751,0.98224841839849
"313",6.16208807250221,2.91575804504592,0.7854758667483,0.840260695326539
"392",6.56256519771686,2.20406294299653,0.42090305374562,0.601641371486904
"399",11.4598525308662,2.58463156490603,0.25167293305993,0.460432760503922
"570",2.05894521200009,1.00394396126982,2.18336877103749,1.59284887930976
"603",1.41428156049219,0.695941032651706,0.949896569403909,0.97943971367099
"700",5.26617436725807,1.13603839219876,0.24779362249969,0.599943836769022
"815",0.561732664307701,0.280089649055059,0.992964484497721,0.998460596045434
"870",1.44963528051602,0.450835140943422,0.417271280550624,0.818921821679956
"894",2.5128245175098,1.20936255318428,0.870590876615126,0.929163935707831
"1381",1.07549557989251,0.579080458616769,1.42791154607321,1.15692374191277
"1446",3.74278389919149,1.2437667024995,0.430079420032101,0.684081130340495
"1723",4.1337970174547,1.87174054138438,0.718330154032494,0.816413473854876
"2112",7.537684712882,3.79122066290328,1.14813382865748,1.11721606488083
"2234",1.2181246015058,0.653976923616489,1.63228940342876,1.2500051076804
"2405",7.58922439574235,3.2870885906163,0.627058260199107,0.714050103712021
"2497",3.45647193354706,1.20244395344909,3.97238671884317,2.62280108503472
"2558",9.4448976406551,3.9318453319555,2.18459706944448,1.94440359424181
"2690",2.57475111075079,0.970387940630254,0.530653824282524,0.768853706670836
"2719",0.779727465000548,0.329389064387333,0.692859206678878,0.923898261797533
"2791",7.60463836352611,3.4189932467399,1.90318555955844,1.69879838150046
"2882",0.983403439104666,0.276196116342282,0.370824567317683,0.863832988692294
"2981",1.50049063765053,0.750675878862182,2.32744225905723,1.56919667226136
"3006",3.88420686130249,1.91820268258134,1.62034566491398,1.40776767346164
"3318",1.1959837247914,0.554683490521227,0.819236737971829,0.935506874710444
"3483",1.37483067794766,0.537170419107232,0.586944818692711,0.85565619654188
"3536",3.32851745809189,1.47368857128735,2.41870219898313,1.84518529978639
"3607",2.01606847389314,0.626118721424324,0.40855065126559,0.772269081501949
"3659",3.56765276028373,0.976055448797718,0.335169916943518,0.671612947153516
"3732",1.87763421701667,0.972809408055745,1.20938979293853,1.10325192068209
"3788",2.00846964963972,0.986134626806212,2.15216563035174,1.57206113249881
"3933",1.03929436019911,0.456382479293816,0.735167632320991,0.917010226175473
"4037",2.47097609138867,0.79164617314493,0.420644500240477,0.744009408135523
"4094",1.99713169095595,0.921484236767987,2.64599797992374,1.78936957338923
"4270",2.48262423697594,1.25305150555191,1.04696214143591,1.02611834744354
"4291",2.70342090411583,1.36762923119282,1.06432003305435,1.03715360335879
"4381",2.16780101006466,1.12200540914248,1.25099118919332,1.13271100568769
"4418",2.95173827184641,0.96168701670154,0.425341680561765,0.718282559787488
"4430",5.69731403617614,1.41868039847562,0.291413735369383,0.58437772725405
"4455",1.45763221148549,0.659884538627688,0.768718981001353,0.908054587554963
"4633",0.53558431084716,0.302330800445508,1.5572691338417,1.12936776373584
"4910",0.471441442412382,0.258520929484313,3.69028283706147,1.5526284095234
"5060",3.87360434366871,1.84541581010479,0.82449142446769,0.88617259419657
"5369",2.0838696907388,0.937283287864449,2.78678954589756,1.86447242424045
"5582",3.86991641590433,1.06119704002254,0.334519107596706,0.657380473823012
"5830",1.22886151709563,0.626795207059244,1.07206174551161,1.02776499248522
"5991",1.19760154723412,0.521740687446879,4.0598078664856,2.04907904013133
"6016",3.36447525171044,1.70426993096621,1.45570718620284,1.28719324423847
"6045",1.70178174839288,0.874528860458249,1.12894054619524,1.0601549708354
"6307",3.19731678597233,1.21402550686196,0.528486584500758,0.741453153331096
"6370",2.86200957521004,1.24741795188111,0.679147304535357,0.821912336378271
"6445",1.58591409570226,0.830847775033154,1.72560644846114,1.32928379490356
"6538",4.08257260678888,0.904247205438275,0.25860212172829,0.64794121391883
"6600",1.23561667472342,0.658854561232597,1.82279612113437,1.326793553843
"6707",0.879994590509195,0.480857053727198,2.06467919694031,1.3457177048364
"6783",1.7516346760905,0.914969702705005,1.62909320435842,1.30057980622487
"6883",7.56889555064824,3.58191306230553,0.776524301215894,0.8252977492812
"7262",3.88448981292937,1.97289874554353,1.1520214742072,1.1008857016098
"7288",2.00783853072226,0.70255920258423,0.482783681802357,0.786571249020334
"7322",1.32961865191951,0.538302073540577,0.624435897295257,0.868577869905578
"7416",4.42329793676238,2.09869998723479,0.807939311429333,0.869920364568349
"7491",3.39776198521561,1.61542786825709,0.82583722513619,0.892427773083464
"7798",1.45508417939506,0.663982331981045,3.20358084257655,1.87929944834258
"7933",1.73080290692742,0.908341500731312,1.52108440981586,1.2480282458032
"7942",3.5990998436934,1.80555687711628,1.01973981592899,1.0127038452488
"8075",2.12222693205937,1.02261414707163,0.880505625890068,0.939584800374701
"8116",0.694327607198403,0.380439131389157,2.59611534561394,1.43987795033832
"8208",1.55933382291555,0.500306407820989,0.433728073024228,0.81116559113642
"8371",3.22801266368173,1.4433835957323,0.71051602177377,0.828992702525762
"8384",1.74739528941745,0.628358258841474,0.507358505661192,0.809897269267984
"8387",2.55369231344242,1.31649947313165,1.35502343788093,1.20176485008554
"8455",1.48220890193514,0.709977597335267,0.878697041074448,0.9496353733161
"8479",3.87055271449844,1.7508059500436,0.719962066333399,0.821764206779606
"8845",2.21439177620958,0.790673177490915,0.494061744567979,0.776602557593916
"8895",0.985346023323912,0.497488994218618,1.03033014181694,1.01007614199855
"8905",4.56920853772715,2.26951947557982,0.961561040570797,0.973317801683953
"9042",2.06913147091405,1.03929850035058,1.92499672618408,1.47141098283897
"9111",1.22675589934272,0.647657026634972,1.26731928770083,1.10507721706385
"9114",1.42976417793828,0.716148979046706,1.00613606423311,1.00256057964056
"9262",2.83577981694769,0.784196938366283,0.344311299068881,0.711809239924842
"9384",1.7014757606469,0.828071782491344,0.914526957891905,0.961282803546724
"9416",1.65941708315027,0.721911492156029,0.702572973211794,0.875303701906678
"9773",1.56151300428747,0.741826843641908,2.73638951212203,1.73951113786785
"10029",1.7829228463818,0.934892827829573,1.45049245964472,1.21766692369498
"10104",0.952163401945206,0.509690498480561,1.30958382256424,1.10451939189065
"10126",1.57006550620107,0.805583498722641,1.11275010731808,1.05030486045033
"10194",4.91204461417631,2.41797641454465,1.54037347942827,1.38227599311186
"10209",2.89088204908958,1.33163239071279,2.28344590293972,1.73299639466738
"10475",0.922525861822223,0.277637362191305,0.407924523472003,0.871338864699873
"10490",2.69403096833225,0.792327503803492,0.373540654671037,0.723063464536732
"10848",0.864230339257738,0.463235864842526,1.2948392040909,1.09334113315438
"10885",2.88403846643646,1.44334564986034,1.00454096321157,1.00268246103369
"10912",1.62836087449232,0.737313984614187,3.08338182292573,1.88418476276484
"11033",2.59105368037687,1.14559871789531,2.65868363851656,1.88562033237159
"11138",1.36160104174042,0.698812375683451,1.10431247380692,1.04290929868291
"11218",2.63749680516309,1.35637361242437,1.39980916141467,1.23013778192433
"11225",0.897162556926198,0.364662597781866,0.642795206436572,0.904548400335219
"11263",5.56635663242217,2.74036409255354,1.49391485318101,1.36186491339993
"11299",6.37876051413607,2.49770511838776,2.64689939999578,2.17604798621082
"11321",2.41326646944398,1.2055930409365,0.996225540112106,0.997936853041481
"11462",3.97323932037756,1.30649442282809,0.422221908214266,0.672722445335572
"11550",5.20581090420141,2.6023968205271,1.38620332865173,1.27899600311472
"12185",2.37545095200491,1.16709933486078,0.933627239162155,0.964254704996391
"12267",1.56926008254596,0.648308878791146,0.640176709069269,0.858475169728307
"12398",3.11326261492031,0.849832735450959,0.336926572460747,0.69537705008061
"12420",3.16859209793645,1.32711375125904,0.62427857183627,0.785732401912455
"12536",1.87907561677078,0.931613372681151,0.969048433779633,0.985072119812312
"12537",2.41501487448146,1.2417814679991,1.19525363380212,1.10815610150947
"12572",3.05835772587849,1.51855411650222,1.71422338775832,1.43063869800378
"12574",2.22272488610189,1.1360553039238,1.120566355956,1.06412289415305
"12622",0.84098466437055,0.445170901812198,1.21539625573317,1.06635073076234
"12658",1.47510548401346,0.660696499661986,0.750885731560336,0.900891628778984
"12763",2.46980954846966,1.19000135537111,2.10491929300792,1.6003902477185
"12820",0.857569462269748,0.473195270305954,1.76803422625491,1.24669517383221
"13019",1.09495877352122,0.57241618573778,1.18031734982867,1.06564201675579
"13034",2.12621020704493,1.07325154332475,1.8523715479965,1.44124365049613
"13386",0.942594292531066,0.464750496314664,0.961046599580444,0.987640480598107
"13894",2.55540032002951,1.1293749529363,0.704534864386013,0.84329160856888
"13902",9.28392044451827,4.56320974041064,1.37379595149521,1.30660525243168
"14057",2.88220957531435,1.00739834973998,0.470159143716719,0.734103196650662
"14087",2.75994296626624,0.838792079216159,0.38926016855652,0.721402034048907
"14100",6.72421013185268,1.93842047615243,0.344683540575427,0.567700111805778
"14407",1.62770397408476,0.787350785912155,2.52322209263187,1.67099873242868
"14488",1.91195534935614,0.783483117953413,0.622622725677973,0.834218378321479
"14696",4.07137088670156,1.65851440976274,0.583125303738704,0.739932690123531
"14733",5.66633856277745,2.16198054394436,0.511539595480387,0.666018852304116
"14984",1.1189776641869,0.588350646073958,2.21719578232366,1.45086891027416
"14986",5.82501777199336,2.16641317096057,2.97742260299086,2.35292336798074
"15048",1.33893609989143,0.578758731633013,0.703082085855491,0.891152566920946
"15181",2.08003664000394,0.992393484297727,0.85660001810605,0.928573743689928
"15300",4.33679486299103,1.36974547016944,0.397732821577837,0.651881288577164
"15346",4.72544288185884,2.39083813763264,1.13179010679161,1.09292357838704
"15466",1.66291659158644,0.422483576828172,0.318631720004529,0.797630768636622
"15556",1.53681648212281,0.745058140062003,0.907189302986912,0.960374176821425
"15654",1.32202000985148,0.606270459286182,0.794924057399448,0.922596169785607
"15658",1.90764417665369,0.667397579184219,0.484322710135354,0.793593454139279
"15701",2.7819097829959,1.33566477640486,0.8599236227511,0.919896431633593
"15725",2.633809820522,1.29352478040431,1.9077844818653,1.51198126682209
"15844",1.79292679568366,0.936900358032,1.30632344904921,1.14817207704964
"15868",3.39397443014056,1.24384407778729,3.62002769567861,2.4523762881609
"16011",0.937531960191241,0.436673789575464,3.9382095829311,1.89306224033265
"16038",2.74391212259464,1.41091565491496,1.30836921561791,1.18046378060642
"16216",1.15099614009695,0.553944421543256,0.897328844884522,0.963400162295934
"16252",1.60721676648883,0.751264696999675,0.822798102361536,0.923983204729015
"16364",3.86974716491065,1.57930177556648,0.587178454348031,0.747230120098272
"16390",1.51618800170324,0.58060708210303,0.564544144365286,0.840043261486368
"16411",2.12434455432385,1.06789280601437,1.89243049126683,1.46086533050451
"16555",2.29080421089306,1.17127993319249,1.64482225300956,1.34784430781138
"16788",4.74727906055628,2.32571926669922,0.899945474674024,0.930030553209616
"17043",1.46835139395293,0.754378010535886,1.11465531195589,1.04930148782715
"17410",2.41049946426287,1.15043715501951,0.851102130955491,0.92034287519066
"17438",1.10304963062128,0.588649682084463,2.02688484937772,1.38049637181837
"17451",1.41831193570976,0.749483099282827,1.33645152607449,1.14413670679306
"17566",4.24983702920037,1.47887025078976,0.454753393554987,0.67471109657365
"17667",2.33045969742215,1.20211749081289,1.49001105810618,1.26749293173442
"17711",2.39481896841493,1.04139875674245,0.684717814966898,0.839162008680531
"17778",0.959294863776448,0.524354983538252,1.65811703417954,1.22638227338783
"17825",3.57958577049996,1.82310465281801,1.30848381275067,1.19921269081662
"17831",1.3133684692032,0.701541921648905,1.58554640793416,1.24141947195674
"17939",4.2381068838325,2.01494259944866,0.815019271127842,0.876373914797007
"17940",1.75281814046267,0.908401708905552,1.75751157180693,1.36057649871828
"18057",5.35755588398676,2.5543733973219,0.810768649608998,0.864007667921925
"18091",2.4314216062595,1.22966190079731,1.71450377556753,1.39404990975405
"18244",1.68947216627495,0.674099334568987,0.599720262038285,0.838821807386412
"18290",6.63769956677838,3.2855293770574,0.933425160508841,0.948959959977856
"18350",1.68862902132888,0.888082036720346,1.47882348265146,1.22522036936556
"18557",6.78858071299315,3.17791841986698,0.756994700807883,0.8151589047896
"18762",0.815640468181552,0.447919198900765,2.15087433328611,1.35602726298009
"18806",1.83689019549248,0.756661859623448,0.630145933636318,0.8406896215621
"18860",2.94704348861133,1.12701282467978,0.537667400097451,0.75502979422037
"19021",2.11209445407763,1.09774241406992,1.34490665833524,1.18048863635986
"19034",1.71743440993015,0.898281525324756,1.29407675244069,1.13915939770829
"19251",4.18866218923878,2.12683762500706,1.19627785900486,1.13350585657176
